ID,Title,TMDB_id,IMGID,Release,Runtime,Genres,Language,Cast,Director,Producer,Writer,Sound Designer,Editor,Director of Photography,Composer,Art Direction,Production Design,Costume Design,Makeup Artist,Title
[Film69497],Killer Joe,73567,/aoHeuLGLHlmuiBckMShrLrjCoCf.jpg,2011-09-10,102,"Crime,Thriller,Drama",en,"Matthew McConaughey,Emile Hirsch,Thomas Haden Church,Gina Gershon,Juno Temple",William Friedkin,"Scott Einbinder,Nicolas Chartier",,Steve Boeddeker,Darrin Navarro,Caleb Deschanel,,,Franco-Giacomo Carbone,Peggy A. Schnitzer,,Killer Joe
[Film127790],Out-Takes From the Life of a Happy Man,190972,/bDTzpLYOdskFmeGvFG9ofBPSVuk.jpg,2012-12-01,68,Documentary,en,Jonas Mekas,Jonas Mekas,,,,,,,,,,,Out-Takes From the Life of a Happy Man
[Film186488],BlacKkKlansman,487558,/8jxqAvSDoneSKRczaK8v9X5gqBp.jpg,2018-08-09,135,"Crime,Drama,Comedy,History",en,"John David Washington,Adam Driver,Topher Grace,Laura Harrier,Alec Baldwin",Spike Lee,"Sean McKittrick,Spike Lee,Jason Blum,Jordan Peele,Raymond Mansfield,Shaun Redick",,,Barry Alexander Brown,Chayse Irvin,Terence Blanchard,Marci Mudd,Curt Beech,Marci Rodgers,"Janine JP Parrella,Mia Bauman",BlacKkKlansman
[Film47864],Tucker & Dale vs. Evil,46838,/8shwLEDzajJGSfLgbpac8x8xn1U.jpg,2010-01-22,89,"Comedy,Horror",en,"Alan Tudyk,Tyler Labine,Katrina Bowden,Philip Granger,Jesse Moss",Eli Craig,"Deepak Nayar,Morgan Jurgenson,Albert Klychak,Rosanne Milliken","Eli Craig,Morgan Jurgenson",,Bridget Durnford,David Geddes,Mike Shields,,,,,Tucker & Dale vs. Evil
[Film157283],20th Century Women,342737,/mso2rEr9i0MilRIOao5HaWFipS9.jpg,2016-12-28,119,Drama,en,"Annette Bening,Elle Fanning,Greta Gerwig,Lucas Jade Zumann,Billy Crudup",Mike Mills,"Anne Carey,Megan Ellison,Youree Henley",,Frank Gaeta,Leslie Jones,Sean Porter,Roger Neill,,Chris Jones,Jennifer Johnson,Erin Ayanian,20th Century Women
[Film109829],Computer Chess,158743,/iBhzky6IfongAYnho2xz5Tc9LtU.jpg,2013-07-17,91,Comedy,en,"Patrick Riester,Myles Paige,James Curry,Robin Schwartz,Gerald Peary",Andrew Bujalski,,,,Andrew Bujalski,Matthias Grunsky,,"Caroline Karlen,Madison Fisk",Michael Bricker,Colin Wilkes,,Computer Chess
[Film93530],A Pigeon Sat on a Branch Reflecting on Existence,110390,/h2uRIr0fNpZbTGH5youi7MDRL2T.jpg,2014-10-24,100,"Drama,Comedy",sv,"Holger Andersson,Nisse Vestblom,Viktor Gyllenberg,Lotti Törnros",Roy Andersson,Pernilla Sandström,,Robert Hefter,Alexandra Strauss,,,,,Julia Tegström,Linda Sandberg,A Pigeon Sat on a Branch Reflecting on Existence
[Film180700],Drift,57800,/dfp1BZF7FxbBUyzHvMOI9t8NWDD.jpg,2012-06-27,88,"Animation,Comedy,Adventure,Family",en,"Ray Romano,John Leguizamo,Denis Leary,Seann William Scott,Josh Peck","Steve Martino,Mike Thurmeier",,,,James Palumbo,,John Powell,Tyler Carter,,,,Drift
[Film116959],"Two Days, One Night",601581,/eG0Y7sQN1BnU6S1pmLGhlV8izcq.jpg,2015-04-11,37,Documentary,en,"Luc Dardenne,Jean-Pierre Dardenne",Mollie Goldstein,,,,Mollie Goldstein,,,,,,,"Two Days, One Night"
[Film61278],Meek's Cutoff,57120,/onnEzqyaZfMHZevIwUJ1JEMZgKW.jpg,2010-09-05,104,"Drama,Western",en,"Michelle Williams,Bruce Greenwood,Will Patton,Zoe Kazan,Paul Dano",Kelly Reichardt,"Neil Kopp,Anish Savjani,Elizabeth Cuthrell,David Urrutia",Jonathan Raymond,Leslie Shatz,Kelly Reichardt,Christopher Blauvelt,,Kat Uhlmansiek,David Doernberg,Victoria Farrell,Linda Andrews,Meek's Cutoff
[Film109152],Upstream Color,145197,/nkUl1D1KbqW5ux9cAbSxU5f7hOy.jpg,2013-04-05,96,"Drama,Science Fiction",en,"Amy Seimetz,Shane Carruth,Andrew Sensenig,Thiago Martins,Carolyn King",Shane Carruth,"Shane Carruth,Casey Gooden,Ben LeClair",Shane Carruth,Johnny Marshall,"Shane Carruth,David Lowery",,,,Tom Walker,Annell Brodeur,Heather Henry,Upstream Color
[Film181401],Hanagatami,483542,/gk6q7uRWKHgHEnqQLttKy7Bqhee.jpg,2017-12-16,169,"Drama,Romance,War",ja,"Shunsuke Kubozuka,Shinnosuke Mitsushima,Keishi Nagatsuka,Tokio Emoto",Nobuhiko Obayashi,Terumichi Yamazaki,,,"Nobuhiko Obayashi,Kujô Sanbongi",Kujô Sanbongi,Kōsuke Yamashita,Kôichi Takeuchi,Toshiharu Aida,"Shigeru Moriwaki,Koichi Fujisaki",Chieko Waguri,Hanagatami
[Film196492],The Last Black Man in San Francisco,522039,/ow9zjibNrz5TYVZ6cqwmvCR1YX1.jpg,2019-06-07,121,Drama,en,"Jimmie Fails,Jonathan Majors,Tichina Arnold,Rob Morgan,Mike Epps",Joe Talbot,"Dede Gardner,Jeremy Kleiner,Khaliah Neal,Joe Talbot,Christina Oh",,Kent Sparling,David Marks,Adam Newport-Berra,Emile Mosseri,Olivia Kanz,Jona Tochet,"Scott Williams,Amanda Ramirez","Josie Rodriguez,Sarah Coy",The Last Black Man in San Francisco
[Film104149],Still Life,216156,/zLBEfSaNiFF5Hzoe1ir5ZYclnjt.jpg,2013-11-28,92,Drama,en,"Eddie Marsan,Joanne Froggatt,Karen Drury,Andrew Buchan,Neil D'Souza",Uberto Pasolini,"Uberto Pasolini,Felix Vossen,Christopher Simon",Uberto Pasolini,,"Tracy Granger,Gavin Buckley",Stefano Falivene,,,Lisa Hall,Pam Downe,"Karen Finch,Sophie Rowatt",Still Life
[Film148252],Nocturama,380623,/pp5aH7qVaSUBE3uR72YB842hxUT.jpg,2016-08-31,130,"Drama,Thriller",fr,"Finnegan Oldfield,Vincent Rottiers,Hamza Meziani,Manal Issa,Laure Valentinelli",Bertrand Bonello,"Édouard Weil,Alice Girard",Bertrand Bonello,,Fabrice Rouaud,Léo Hinstin,Bertrand Bonello,,Katia Wyszkop,Anaïs Romand,,Nocturama
[Film171645],Loveless,429174,/oBUsLGZoGuLKMuHj19mjG9iCDoq.jpg,2017-06-01,122,Drama,ru,"Maryana Spivak,Aleksey Rozin,Matvey Novikov,Alexey Fateev,Marina Vasilyeva",Andrey Zvyagintsev,"Alexandr Rodnyansky,Sergey Melkumov,Gleb Fetisov","Andrey Zvyagintsev,Oleg Negin",,Anna Mass,Mikhail Krichman,"Evgueni Galperine,Sacha Galperine",,Andrey Ponkratov,Anna Bartuli,"Galya Ponomaryova,Yelena Dmitriyenko",
[Film146085],Mistress America,309245,/rvwV64gSgftNFIOkWBZhan17R27.jpg,2015-08-14,84,Comedy,en,"Greta Gerwig,Lola Kirke,Matthew Shear,Jasmine Cephas Jones,Heather Lind",Noah Baumbach,"Scott Rudin,Noah Baumbach,Lila Yacoub,Greta Gerwig,Rodrigo Teixeira",,,Jennifer Lame,Sam Levy,"Britta Phillips,Dean Wareham",Ashley Fenton,Sam Lisenco,Sarah Mae Burton,,Mistress America
[Film176238],LA 92,450875,/oT7OmkAoVnYDa8XbGipCEj6PVmN.jpg,2017-04-28,114,"Documentary,History",en,"Rodney King,George H. W. Bush,Bill Clinton,Ted Koppel","T.J. Martin,Daniel Lindsay","Sarah Gibson,Simon Chinn,Jonathan Chinn",,,"Scott Stevenson,T.J. Martin,Daniel Lindsay",,"Saunder Jurriaans,Danny Bensi",,,,,LA 92
[Film165877],A Hidden Life,403300,/1co8thSgZR34jHJweLS90yDyLsI.jpg,2019-12-11,174,"Drama,War,History",en,"August Diehl,Valerie Pachner,Maria Simon,Karin Neuhäuser,Tobias Moretti",Terrence Malick,"Grant Hill,Marcus Loges,Dario Bergesio,Elisabeth Bentley,Josh Jeter",Terrence Malick,,"Rehman Nizar Ali,Joe Gleason,Sebastian Jones",Jörg Widmer,James Newton Howard,Bryce Tibbey,Sebastian T. Krawinkel,Lisy Christl,,A Hidden Life
[Film195419],1917,530915,/iZf0KyrE25z1sage4SYFLCCrMi9.jpg,2019-12-25,119,"War,Drama,Action,Thriller",en,"George MacKay,Dean-Charles Chapman,Mark Strong,Andrew Scott,Richard Madden",Sam Mendes,"Sam Mendes,Callum McDougall,Pippa Harris,Jayne-Ann Tenggren,Michael Lerman",,,Lee Smith,Roger Deakins,Thomas Newman,"Rod McLean,Elaine Kusmishko,Stephen Swain,Simon Elsley",Dennis Gassner,Jacqueline Durran,"Sarah Jane Marks,Marzenna Fus-Mickiewicz,Daniel McGraw,Alice Hollingum",1917
[Film94648],Romancing in Thin Air,86409,/fDnygvxB0IEt8u6H54m1STD2O4h.jpg,2012-02-09,111,Romance,cn,"Louis Koo,Sammi Cheng,Gao Yuanyuan,Baoqiang Wang,Li Guangjie",Johnnie To,,,,"David M. Richardson,Allen Leung",,,Raymond Chan,,Steven Tsang,,Romancing in Thin Air
[Film94822],Jodorowsky's Dune,191720,/maxjevZcGbfrp55XRk4gcZGeJVd.jpg,2013-08-30,90,Documentary,en,"Alejandro Jodorowsky,H.R. Giger,Brontis Jodorowsky,Nicolas Winding Refn,Amanda Lear",Frank Pavich,"Frank Pavich,Travis Stevens,Stephen Scarlata",,,"Alex Ricciardi,Paul Docherty",David Cavallo,Kurt Stenzel,,,,,Jodorowsky's Dune
[Film135968],"Mary Is Happy, Mary Is Happy",250312,/fxReatI9DaIn7YnXl0e4pWZU6T.jpg,2013-09-01,127,Drama,th,"Patcha Poonpiriya,Chonnikan Netjui,Thanapob Leeratanakajorn,Vasuphon Kriangprapakit,Udomporn Hongladdaporn",Nawapol Thamrongrattanarit,Aditya Assarat,Nawapol Thamrongrattanarit,,Chonlasit Upanigkit,,,Manop Chaengsawang,Rasiguet Sookkarn,Phim U-mari,,"Mary Is Happy, Mary Is Happy"
[Film78689],Elena,56743,/m4SDHYqLbYHnq5Lb6XPZPHgBbID.jpg,2010-06-25,111,"Drama,Romance",en,"Necar Zadegan,Traci Dinwiddie,Gary Weeks,Erin Carufel,Heather Howe",Nicole Conn,Jane Clark,Nicole Conn,,,,,,,,,Elena
[Film172797],Columbus,414453,/3ZE5Wl3CdfUH4BkWRmyMKPHkWHx.jpg,2017-08-04,104,Drama,en,"John Cho,Haley Lu Richardson,Michelle Forbes,Rory Culkin,Parker Posey",Kogonada,"Chris Weitz,Danielle Renfrew,Andrew Miano,Aaron Boyd,Giulia Caruso,Ki Jin Kim",Kogonada,Mac Smith,Kogonada,Elisha Christian,"Marc Byrd,Andrew Thompson",Adriaan Harsta,Diana Rice,Emily Moran,Stacy Lockhart,Columbus
[Film116359],The Unspeakable Act,119826,/gywbnw6tapM8NYupRUYi6RpkCQF.jpg,2012-06-24,91,Drama,en,"Tallie Medel,Sky Hirschkron,Aundrea Fares,Kati Schwartz,Caroline Luft",Dan Sallitt,"Jaime Christley,Ania Trzebiatowska",,,Dan Sallitt,Duraid Munajim,,,Bridget Rafferty,,,The Unspeakable Act
[Film144339],Love,43347,/1nXN4e3IoTJD42ci7WHZeI1Cgpm.jpg,2010-11-22,112,"Drama,Comedy,Romance",en,"Jake Gyllenhaal,Anne Hathaway,Oliver Platt,Hank Azaria,Josh Gad",Edward Zwick,"Pieter Jan Brugge,Edward Zwick,Marshall Herskovitz,Scott Stuber,Noam Dromi,Charles Randolph",,,Steven Rosenblum,Steven Fierberg,James Newton Howard,Gary Kosko,Patti Podesta,Deborah Lynn Scott,"Peter Swords King,Vivian Baker,Elaine L. Offers,Rachel Kick",Love
[Film159675],Dunkirk,374720,/ebSnODDg9lbsMIaWg2uAbjn7TO5.jpg,2017-07-19,107,"War,Action,Drama",en,"Fionn Whitehead,Tom Hardy,Mark Rylance,Kenneth Branagh,Cillian Murphy",Christopher Nolan,"Christopher Nolan,Emma Thomas",Christopher Nolan,,Lee Smith,Hoyte van Hoytema,Hans Zimmer,"Oliver Goodier,Toby Britton,Benjamin Nowicki,Erik Osusky",Nathan Crowley,"Jeffrey Kurland,Cesha Ventre","Allan A. Apone,Bernard Floch,Jay Wejebe,Pascale Bouquière,Kimberly Felix,Charley Collier,Melanie Queyrel Carreno,Fabie Roger,Elodie Taquet",Dunkirk
[Film95348],Beyond the Hills,103740,/lpsUuCP3cqvB35HjbiGZA1DQJvk.jpg,2012-09-12,150,"Drama,Romance",ro,"Cosmina Stratan,Cristina Flutur,Valeriu Andriuță,Dana Tapalagă,Cătălina Harabagiu",Cristian Mungiu,Cristian Mungiu,,,Mircea Olteanu,Oleg Mutu,,,"Mihaela Poenaru,Călin Papură",Dana Paparuz,Clara Tudose,Beyond the Hills
[Film134910],Pasolini,283700,/fTtlV5ZRKkncPzr7tQyadYKZGcP.jpg,2014-09-25,87,"History,Drama",fr,"Willem Dafoe,Giada Colagrande,Riccardo Scamarcio,Maria de Medeiros,Ninetto Davoli",Abel Ferrara,"Thierry Lounas,Fabio Massimo Cacciatori,Olivier Père",,,Fabio Nunziata,Stefano Falivene,,Amenah M.N.A. Monem,Igor Gabriel,Rossano Marchi,,Pasolini
[Film172498],Thoroughbreds,397722,/pIxZzTfITqBpZxbIGsV01DcoHsT.jpg,2018-03-09,92,"Drama,Thriller",en,"Anya Taylor-Joy,Olivia Cooke,Anton Yelchin,Paul Sparks,Francie Swift",Cory Finley,"Nat Faxon,Jim Rash,Kevin J. Walsh,Alex Saks,Andrew Duncan",Cory Finley,Roland Vajs,Louise Ford,Lyle Vincent,Erik Friedlander,,Jeremy Woodward,Alex Bovaird,,Thoroughbreds
[Film124097],Wild Tales,435044,/qqeAwr24xllayxmS8Er7LTnFkfZ.jpg,2016-12-23,59,Documentary,en,"Tchéky Karyo,Cécile de France","Michael Gunton,Verity White",,,,,,,,,,,Wild Tales
[Film170474],In This Corner of the World,378108,/9Z4H4M2F8OQTB04YC1Opds8MFBb.jpg,2016-11-12,130,"Drama,Animation,Romance,War,History",ja,"Non,Daisuke Ono,Mayumi Shintani,Megumi Han,Minori Omi",Sunao Katabuchi,"Masao Maruyama,Tarō Maki",,,Kashiko Kimura,Yūya  Kumasawa,Kotringo,Kosuke Hayashi,,,,In This Corner of the World
[Film91835],Edge of Tomorrow,137113,/uUHvlkLavotfGsNtosDy8ShsIYF.jpg,2014-05-27,113,"Action,Science Fiction",en,"Tom Cruise,Emily Blunt,Brendan Gleeson,Bill Paxton,Jonas Armstrong",Doug Liman,"Erwin Stoff,Jason Hoffs,Jeffrey Silver,Tom Lassally,Gregory Jacobs",,James Boyle,"James Herbert,Laura Jennings",Dion Beebe,Christophe Beck,"Gary Tomkins,Alastair Bullock,Jason Knox-Johnston,Mark Harris,Ravi Bansal,Christian Huband,Stephen Swain,Andrew Palmer",Oliver Scholl,Kate Hawley,"Fran Needham,Ailbhe Lemass,Zoe Clare Brown,Jacqueline Bhavnani,Jessica Brooks,Kirsty Mcqueen,Lisa Pickering",Edge of Tomorrow
[Film116969],Hard to Be a God,110402,/9WtY0i3v6PM3djidfYX0Hm66BYZ.jpg,2013-02-27,177,"Drama,Science Fiction",ru,"Leonid Yarmolnik,Yuriy Tsurilo,Natalya Moteva,Aleksandr Chutko,Aleksandr Ilin",Aleksey German,"Leonid Yarmolnik,Viktor Izvekov",,,Irina Gorokhovskaya,"Vladimir Ilyin,Yury Klimenko",Viktor Lebedev,,"Georgiy Kropachyov,Elena Zhukova,Sergey Kokovkin",,,Hard to Be a God
[Film47690],Faust,77560,/91J0oGT1nIVea6TSnLanQhYQujZ.jpg,2011-09-08,140,"Fantasy,Drama",de,"Johannes Zeiler,Anton Adasinsky,Isolda Dychauk,Georg Friedrich,Hanna Schygulla",Aleksandr Sokurov,Andrey Sigle,,,,Bruno Delbonnel,Andrey Sigle,,Elena Zhukova,Lidiya Kryukova,,Faust
[Film98961],The Bling Ring,96936,/nZRNGcvuAFXwfuk1gMcp7UmJg2u.jpg,2013-06-12,90,"Drama,Crime",en,"Katie Chang,Israel Broussard,Emma Watson,Claire Julien,Taissa Farmiga",Sofia Coppola,"Sofia Coppola,Roman Coppola,Youree Henley",Sofia Coppola,Richard Beggs,Sarah Flack,"Harris Savides,Christopher Blauvelt",,Kevin Bird,Anne Ross,Stacey Battat,Ellen Vieira,The Bling Ring
[Film136254],Sicario,273481,/tw0lXhbNkklvseuJ4aYldkVyXV7.jpg,2015-09-17,122,"Action,Crime,Thriller",en,"Emily Blunt,Benicio del Toro,Josh Brolin,Daniel Kaluuya,Victor Garber",Denis Villeneuve,"Edward McDonnell,Molly Smith,Basil Iwanyk,Thad Luckinbill,Trent Luckinbill",Taylor Sheridan,Tom Ozanich,Joe Walker,Roger Deakins,Jóhann Jóhannsson,Bjarne Sletteland,Patrice Vermette,Renée April,Corey Welk,Sicario
[Film59756],Cosmopolis,49014,/94m7J9YeO0W7IEbfsOtFbweGgcu.jpg,2012-05-25,109,Drama,en,"Robert Pattinson,Juliette Binoche,Paul Giamatti,Sarah Gadon,Samantha Morton",David Cronenberg,"Paulo Branco,Martin Katz",,,Ronald Sanders,Peter Suschitzky,Howard Shore,Joshu de Cartier,Arvinder Grewal,Denise Cronenberg,,Cosmopolis
[Film95217],"Florentina Hubaldo, CTE",133470,/m1qCT2RLSPi17apNdMTfKoABeBt.jpg,2012-04-30,367,Drama,tl,"Hazel Orencio,Kristine Kintana,Noel Sto. Domingo,Willy Fernandez,John Elbert Ferrer",Lav Diaz,Lav Diaz,,,Lav Diaz,,,,Dante Perez,,,"Florentina Hubaldo, CTE"
[Film168188],A Silent Voice,378064,/tuFaWiqX0TXoWu7DGNcmX3UW7sT.jpg,2016-09-17,130,"Animation,Drama",ja,"Miyu Irino,Saori Hayami,Aoi Yuki,Kensho Ono,Yuki Kaneko",Naoko Yamada,"Eharu Oohashi,Shinichi Nakamura,Toshio Iizuka,Kensuke Tateishi,Mikio Uetsuki",,,Kengo Shigemura,Kazuya Takao,Kensuke Ushio,Mutsuo Shinohara,,,,A Silent Voice
[Film113364],Bastards,317981,/ymDJQsmDSgQ4IGZAxW4aR0WpVAr.jpg,2015-09-04,84,"Comedy,Horror",en,"Fran Kranz,Joey Kern,Joel Murray,Pedro Pascal,Emma Fitzpatrick",Brian James O'Connell,"Brett Forbes,Patrick Rizzotti,Justin Ware,Colleen Hard,Brandon Evans","Ryan Mitts,Dr. God",,Andrew Coutts,Matt Mosher,Anton Sanko,,Jessica Mahnke,,,Bastards
[Film140108],It Follows,270303,/qnz4VSl35D4Y9LQVnakMONUEOpj.jpg,2015-02-04,101,"Horror,Mystery",en,"Maika Monroe,Keir Gilchrist,Daniel Zovatto,Jake Weary,Olivia Luccardi",David Robert Mitchell,"David Robert Mitchell,Erik Rommesmo,Laura D. Smith,Rebecca Green,David Kaplan",,Chris Trent,Julio Perez IV,Mike Gioulakis,,Joey Ostrander,Michael Perry,Kimberly Leitz,Toni Price,It Follows
[Film191212],One Cut of the Dead,513434,/rws34k2bqYVo2B5MkhKAbV8925j.jpg,2017-11-04,96,"Comedy,Horror",ja,"Takayuki Hamatsu,Yuzuki Akiyama,Kazuaki Nagaya,Harumi Shuhama,Mao",Shinichiro Ueda,Koji Ichihashi,,,Shinichiro Ueda,Takeshi Sone,Nobuhiro Suzuki,,,,Junko Hirabayashi,One Cut of the Dead
[Film124171],Karamay,182655,/sR90EfEqrBUBfu7z6kOg7BwW51.jpg,2011-04-01,356,Documentary,zh,,Xu Xin,Rikun Zhu,,,Xu Xin,Xu Xin,Liu Yang,,,,,Karamay
[Film168274],Those Who Make Revolution Halfway Only Dig Their Own Graves,411040,/u5Lz0woVWLr9z1zZbFSgx84TdyP.jpg,2016-09-13,183,,fr,"Charlotte Aubin,Laurent Bélanger,Emmanuelle Lussier Martinez,Gabrielle Boulianne-Tremblay","Simon Lavoie,Mathieu Denis",,,,,,,,,,,Those Who Make Revolution Halfway Only Dig Their Own Graves
[Film79271],Only God Forgives,77987,/kWjjFSng1JttmDRwDROoGcIArEh.jpg,2013-05-30,90,"Drama,Thriller,Crime",en,"Ryan Gosling,Kristin Scott Thomas,Vithaya Pansringarm,Rhatha Phongam,Gordon Brown",Nicolas Winding Refn,"Vincent Maraval,Lene Børglum,Sidonie Dumas",Nicolas Winding Refn,"Kristian Eidnes Andersen,Eddie Simonsen",Matthew Newman,Larry Smith,Cliff Martinez,"Russell Barnes,Witoon Suanyai",Beth Mickle,Wasitchaya 'Nampeung' Mochanakul,"Vitchu Chavasit,Pattera 'Best' Puttisuraset",Only God Forgives
[Film163678],The Wailing,293670,/tAyQODgkQHsxgKFF3yhGQ2WsABA.jpg,2016-05-12,156,"Horror,Mystery",ko,"Kwak Do-won,Hwang Jung-min,Chun Woo-hee,Jun Kunimura,Kim Hwan-hee",Na Hong-jin,Lim Min-sub,Na Hong-jin,Kim Dong-han,Kim Sun-min,Hong Kyung-pyo,"Dalpalan,Jang Yeong-Gyu","Jeong Min-kyung,Kim Young-tak",Lee Hwo-kyoung,Chae Kyung-hwa,,The Wailing
[Film190851],Microhabitat,483297,/9SR5gUh5Qwy0FnOEXwFdt0nnAgb.jpg,2018-03-15,106,"Drama,Romance",ko,"Esom,Ahn Jae-hong,Kang Jin-ah,Kim Kuk-hee,Lee Sung-wook",Jeon Go-woon,"Kim Soon-mo,Kim Tae-gon,Jeon Go-woon",,,Go Bong-gon,Kim Tae-soo,Kwon Hyun-jung,,Kim Nam-sook,Ji Ji-yeon,,Microhabitat
[Film145866],45 Years,311291,/8elIJYYXWq2HpcZ6TgVMC9EwTnn.jpg,2015-08-04,95,"Drama,Romance",en,"Charlotte Rampling,Tom Courtenay,Geraldine James,Dolly Wells,David Sibley",Andrew Haigh,Tristan Goligher,Andrew Haigh,,Jonathan Alberts,Lol Crawley,,,Sarah Finlay,Suzie Harman,,45 Years
[Film162621],Homo sapiens,382212,/evpIbLI8ebs0jMLntcMt6tv1yc1.jpg,2016-07-29,94,Documentary,de,,Nikolaus Geyrhalter,"Nikolaus Geyrhalter,Markus Glaser,Wolfgang Widerhofer",,,Michael Palm,Nikolaus Geyrhalter,,,,,,Homo sapiens
[Film121877],"Here, Then",595145,/as7cju1JU5PDsfi4ORH3INb10Iz.jpg,2018-01-01,12,,en,,Sun Park,,,,,,,,,,,"Here, Then"
[Film187848],Inland Sea,499651,/9sAiOVqyWaYwBC3hctOhqkeihq0.jpg,2018-02-17,122,Documentary,ja,"Waichiro Murata,Kumiko Komiyama",Kazuhiro Soda,"Kazuhiro Soda,Kiyoko Kashiwagi",,,Kazuhiro Soda,Kazuhiro Soda,,,,,,Inland Sea
[Film185729],Won't You Be My Neighbor?,490003,/8qE8NZjiP2M884baH0VoLF828Vp.jpg,2018-06-08,95,Documentary,en,"Fred Rogers,François Scarborough Clemmons,Yo-Yo Ma,Joe Negri,Kailyn Davis",Morgan Neville,"Morgan Neville,Nicholas Ma,Caryn Capotosto",,Al Nelson,"Jeff Malmberg,Aaron Wickenden",Graham Willoughby,Jonathan Kirkscey,,,,,Won't You Be My Neighbor?
[Film165280],The Nightingale,400090,/hWA8QwSM1kJYMoTANEPoqrqBapg.jpg,2018-09-23,136,"Drama,Thriller",en,"Aisling Franciosi,Sam Claflin,Baykali Ganambarr,Damon Herriman,Harry Greenwood",Jennifer Kent,"Bruna Papandrea,Steve Hutensky,Jennifer Kent,Kristina Ceyton",Jennifer Kent,Robert Mackenzie,Simon Njoo,Radek Ładczuk,Jed Kurzel,Sophie Nash,Alex Holmes,Margot Wilson,,The Nightingale
[Film129279],Nightfall,487186,/dDtxMHBdspAvc0LbSVEougFuBkW.jpg,2014-02-05,119,Science Fiction,en,"Mike Colter,Alexis Rodney,Alexander Bhat,Sarah Armstrong",Sergio Mimica-Gezzan,"Mark Huffam,Aidan Elliott",,,Andrew McClelland,Gavin Struthers,Klaus Badelt,"Peter Marley,Conor Dennison,Gary McGinty,Eggert Ketilsson",Gail Stevens,Hazel Webb-Crozier,,Nightfall
[Film60421],Attenberg,62321,/4yYnTxyjtipw6ThpMN42kb9c9Q2.jpg,2010-12-09,95,Drama,el,"Ariane Labed,Evangelia Randou,Vangelis Mourikis,Yorgos Lanthimos,Kostas Berikopoulos",Athina Rachel Tsangari,"Yorgos Lanthimos,Athina Rachel Tsangari,Maria Hatzakou,Iraklis Mavroidis,Angelos Venetis",,,"Sandrine Cheyrol,Matthew Johnson",Thimios Bakatakis,,,Dafni Kalogianni,"Thanos Papastergiou,Vasileia Rozana",Sissy Petropoulou,Attenberg
[Film125321],The Kingdom of Dreams and Madness,252511,/OQJF35HiUPB10TiiDQDUSpcoIW.jpg,2013-11-16,118,Documentary,ja,"Hayao Miyazaki,Toshio Suzuki,Hideaki Anno,Yoshiaki Nishimura,Joe Hisaishi",Mami Sunada,,Mami Sunada,,,,,,,,,The Kingdom of Dreams and Madness
[Film93536],Wolf Children,110420,/nqqovhsvsWbsb7LcGaIGDRZrwgB.jpg,2012-07-21,117,"Animation,Drama,Family,Fantasy",ja,"Haru Kuroki,Yukito Nishii,Aoi Miyazaki,Takao Osawa,Momoka Ohno",Mamoru Hosoda,"Yuichiro Saito,Justin Cook,Takuya Ito,Carly Hunter,Takafumi Watanabe",Mamoru Hosoda,,Shigeru Nishiyama,Ryo Horibe,,Hiroshi Ohno,,Daisuke Iga,,Wolf Children
[Film99365],Small Roads,137008,/jpczFY1YxHyo87xrlmsugnhRyQq.jpg,2011-01-01,86,Documentary,en,,James Benning,,,,,,,,,,,Small Roads
[Film176272],24 Frames,377269,/oWHZdSSWiclgMUjVg3eYDBCbiAL.jpg,2017-07-17,114,Documentary,en,,Abbas Kiarostami,Charles Gillibert,Abbas Kiarostami,,,,,,,,,24 Frames
[Film107363],Neighboring Sounds,97989,/bgcb41MPxzWqlZhJ92TZEfpWO5K.jpg,2012-02-01,131,"Thriller,Drama,Crime",pt,"Maeve Jinkings,Irandhir Santos,Gustavo Jahn,W.J. Solha,Irma Brown",Kleber Mendonça Filho,Emilie Lesclaux,,"Kleber Mendonça Filho,Pablo Lamar","Kleber Mendonça Filho,João Maria ",Pedro Sotero,DJ Dolores,Juliano Dornelles,,Ingrid Mata,,Neighboring Sounds
[Film151704],Bone Tomahawk,294963,/4MmTHpn2Y8emqvBgvOjufImUmKZ.jpg,2015-10-23,133,"Western,Horror",en,"Kurt Russell,Matthew Fox,Patrick Wilson,Richard Jenkins,Lili Simmons",S. Craig Zahler,"Jack Heller,Dallas Sonnier",S. Craig Zahler,Roland Vajs,"Fred Raskin,Greg D'Auria",Benji Bakshi,"S. Craig Zahler,Jeff Herriott",,Freddy Waff,Chantal Filson,"Natalie Thimm,Jodi Byrne,Martha G. Sanchez",Bone Tomahawk
[Film45790],We Need to Talk About Kevin,71859,/auAmiRmbBQ5QIYGpWgcGBoBQY3b.jpg,2011-09-28,113,"Drama,Thriller",en,"Tilda Swinton,John C. Reilly,Ezra Miller,Jasper Newell,Rock Duer",Lynne Ramsay,"Jennifer Fox,Robert Salerno,Luc Roeg",,,Joe Bini,Seamus McGarvey,Jonny Greenwood,Charles Kulsziski,Judy Becker,Catherine George,,We Need to Talk About Kevin
[Film106146],Ernest & Celestine,126319,/9DpJBgBbW1sG9U70NAHcvAvmMZl.jpg,2012-12-12,78,"Animation,Comedy,Drama,Family,Adventure",fr,"Anne-Marie Loop,Lambert Wilson,Pauline Brunner,Patrice Melennec,Brigitte Virtudes","Stéphane Aubier,Vincent Patar,Benjamin Renner","Vincent Tavier,Didier Brunner,Henri Magalon,Stéphan Roelants",,,Fabienne Alvarez-Giro,,Vincent Courtois,,"Zaza,Zyk",,,Ernest & Celestine
