ID,Title,TMDB_id,IMGID,Release,Runtime,Genres,Language,Cast,Director,Producer,Writer,Sound Designer,Editor,Director of Photography,Composer,Art Direction,Production Design,Costume Design,Makeup Artist
[Film1014],Evil Dead II,765,/4zqCKJVHUolGs6C5AZwAZqLWixW.jpg,1987-03-13,84,"Horror,Comedy,Fantasy",en,"Bruce Campbell,Sarah Berry,Dan Hicks,Kassie DePaiva,Ted Raimi",Sam Raimi,Robert Tapert,,,Kaye Davis,Peter Deming,Joseph LoDuca,"Randy Bennett,Philip Duffin",,,"Wendy Bell,Mike Trcic"
[Film10248],Death Watch,3418,/wSuvftmbs0fInDe69u8yDUtElsp.jpg,1980-01-23,131,"Drama,Science Fiction",fr,"Romy Schneider,Harvey Keitel,Harry Dean Stanton,Thérèse Liotard",Bertrand Tavernier,"Elie Kfouri,Janine Rubeiz,Gabriel Boustani",,,"Armand Psenny,Michael Ellis",Pierre-William Glenn,Antoine Duhamel,Bernd Lepel,Anthony Pratt,,
[Film10262],The Fourth Man,81268,/qB4k09MVJUw4RyNz5izAz4UBdXH.jpg,1985-03-30,72,"Adventure,Drama,TV Movie",en,"Martin Sheen,Alan Arkin,James Farentino,Eileen Brennan,Harold Gould",Michael Ray Rhodes,"Michael Ray Rhodes,Lewis Abel",,,Mark Lee Goldberg,Jon Kranhouse,"Christopher L. Stone,Bruce Langhorne",,,,
[Film10277],Body Count,224073,/p42uBok9SMaFsYUYB0LAe6mj5ym.jpg,1986-01-01,96,"Horror,Thriller,Crime",en,"Jonathan Potts,James Lukie,James Knapp",Lionel Shenken,,Lloyd Chelsey,,,Ken Smith,,,,,
[Film10297],Missing,15600,/fAAhC4RkpXu7SJgIESWQwVxcelo.jpg,1982-02-12,123,"Drama,Mystery,Thriller",en,"Jack Lemmon,Sissy Spacek,John Shea,Melanie Mayron,David Clennon",Costa-Gavras,"Edward Lewis,Mildred Lewis","Costa-Gavras,Donald Stewart,John Nichols",,Françoise Bonnot,Ricardo Aronovich,,"Agustín Ituarte,Lucero Isaac",Peter Jamison,Joe I. Tompkins,Mark Reedall
[Film103235],Johanna d'Arc of Mongolia,120268,/l0X5dXJTr8qNYsyzYOm9gL2MUBp.jpg,1989-02-01,165,"Comedy,Drama",de,"Badema,Lydia Billiet,Christoph Eichhorn,Sevimbike Elibay",Ulrike Ottinger,,Ulrike Ottinger,,Dörte Völz-Mammarella,Ulrike Ottinger,Wilhelm Dieter Siebert,,,,
[Film1034],Glory,9665,/pGDzBjZvzmSCIEduQBfESLMiwtp.jpg,1989-12-15,122,"Drama,History,War",en,"Matthew Broderick,Denzel Washington,Cary Elwes,Morgan Freeman,Jihmi Kennedy",Edward Zwick,Freddie Fields,,Lon Bender,Steven Rosenblum,Freddie Francis,James Horner,Dan Webster,Norman Garwood,Francine Jamison-Tanchuck,"Francisco X. Pérez,Vera Yurtchuk"
[Film10372],The Three Crowns of the Sailor,64441,/jUwCCUFCWujJa0fbhRLPQvMP2c.jpg,1983-04-23,117,"Drama,Fantasy",fr,"Jean-Bernard Guillard,Philippe Deplanche,Nadège Clair,Lisa Lyon,Jean Badin",Raúl Ruiz,"Paulo Branco,José Luís Vasconcelos,Jean Lefaux,Maya Feuiette",Raúl Ruiz,,"Valeria Sarmiento,Janine Verneau,Jacqueline Simoni,Pascale Sueur",Sacha Vierny,Jorge Arriagada,,,,
[Film10456],Sleepaway Camp II: Unhappy Campers,34311,/k5vfK2gg4CmZ42hIY6cJyB8duY7.jpg,1988-10-31,80,"Horror,Comedy",en,"Pamela Springsteen,Renée Estevez,Tony Higgins,Valerie Hartman,Brian Patrick Clarke",Michael A. Simpson,"Michael A. Simpson,Jerry Silva","Robert Hiltzik,Fritz Gordon",,John David Allen,Bill Mills,James Oliverio,,,,
[Film104647],Histoire(s) du cinéma 1B: Une histoire seule,91296,/Alw1Ex1G4S6jFeGiLkGSRLesROW.jpg,1989-11-16,42,Documentary,fr,"Jean-Luc Godard,François Périer,Julie Delpy,María Casares",Jean-Luc Godard,,Jean-Luc Godard,,Jean-Luc Godard,,,,,,
[Film104648],Histoire(s) du cinéma 1A: Toutes les histoires,116393,/Alw1Ex1G4S6jFeGiLkGSRLesROW.jpg,1989-11-16,51,Documentary,fr,"Jean-Luc Godard,Julie Delpy",Jean-Luc Godard,,Jean-Luc Godard,,Jean-Luc Godard,,,,,,
[Film104650],Histoire(s) du cinéma 2A: Seul le cinéma,,,,,,,,,,,,,,,,,,
[Film10474],The North,17435,/bgpz7gTpWmmBb26CcjVtiPE7Kfo.jpg,1983-10-11,141,Drama,es,"Zaide Silvia Gutiérrez,David Villalpando,Ernesto Gómez Cruz,Lupe Ontiveros,Trinidad Silva",Gregory Nava,"Anna Thomas,Bertha Navarro,Trevor Black","Gregory Nava,Anna Thomas",,Betsy Blankett Milicevic,James Glennon,,,,Hilary Wright,
[Film10480],Sleepaway Camp III: Teenage Wasteland,34312,/sSCTJtzT8bhkZTnEqopXDz0Jkob.jpg,1989-02-05,79,"Comedy,Horror",en,"Pamela Springsteen,Tracy Griffith,Michael J. Pollard,Kyle Holman,Sandra Dorsey",Michael A. Simpson,"Michael A. Simpson,Jerry Silva",Fritz Gordon,,"John David Allen,Amy Carey",Bill Mills,James Oliverio,Frank Galline,,,
[Film104942],Oar,,,,,,,,,,,,,,,,,,
[Film10522],Dear America: Letters Home From Vietnam,61777,/mxtyyPSPcuCn1aNCzpkGfV4eLi.jpg,1987-10-01,83,"Documentary,War",en,"Ellen Burstyn,Tom Berenger,J. Kenneth Campbell,Richard Chaves,Josh Cruze",Bill Couturié,,Richard Dewhurst,,,,,,,,
[Film10534],The Woman in Black,16182,/7OvRh62jrZA7oTvTDr4gYY4GGqf.jpg,1989-12-24,100,"Horror,Mystery,TV Movie,History",en,"Adrian Rawlins,Bernard Hepton,David Daker,Pauline Moran,David Ryall",Herbert Wise,Chris Burt,,,Laurence Méry-Clark,Michael Davis,Rachel Portman,,Jon Bunker,,
[Film105667],Notes After Long Silence,339949,,1989-01-01,15,,en,,Saul Levine,,,,,,,,,,
[Film10611],The Gang of Four,55853,/vz4FBPUyIoGSi0zWd8T7j8uPfIJ.jpg,1989-02-08,160,"Adventure,Drama,Mystery",fr,"Bulle Ogier,Benoît Régent,Fejria Deliba,Laurence Côte,Bernadette Giraud",Jacques Rivette,Martine Marignac,,,Catherine Quesemand,Caroline Champetier,,,Emmanuel de Chauvigny,Laurence Struz,Susan Robertson
[Film106],Sid & Nancy,14924,/wHzCbMCfipDJ38GW5IyBTWDflMz.jpg,1986-10-24,114,"Drama,Romance",en,"Gary Oldman,Chloe Webb,David Hayman,Debby Bishop,Andrew Schofield",Alex Cox,Eric Fellner,,,David Martin,Roger Deakins,"Joe Strummer,Dan Wool","Caroline Hanania,Lynda Burbank,J. Rae Fox","Andrew McAlpine,Lynda Burbank,J. Rae Fox",,
[Film10704],The Makioka Sisters,42116,/rEZnnJ21zvTXC70BovvR64qFj8q.jpg,1983-12-30,140,"Drama,Romance",ja,"Keiko Kishi,Yoshiko Sakuma,Sayuri Yoshinaga,Yûko Kotegawa,Koji Ishizaka",Kon Ichikawa,"Tomoyuki Tanaka,Kon Ichikawa","Kon Ichikawa,Shinya Hidaka",,Chizuko Osada,Kiyoshi Hasegawa,,,,,
[Film10723],Stage Fright,20465,/rXIMhd4JsEPA3Q9PfHyTmytNO2J.jpg,1987-02-08,90,Horror,en,"Barbara Cupisti,David Brandon,Robert Gligorov,Mary Sellers,Giovanni Lombardo Radice",Michele Soavi,"Joe D'Amato,Donatella Donati",,,Kathleen Stratton,Renato Tafuri,"Simon Boswell,Stefano Mainetti,Guido Anelli,Luigi Piergiovanni",,,Valentina Di Palma,"Pietro Tenoglio,Maria Grazia Mazzolini"
[Film107328],Siddheshwari,128772,/tvvESCCmUXCgBS2CmSH4h7mbiSC.jpg,1990-02-15,92,Documentary,hi,"Malviya,Muhar Biswas,Pandit Narayan Misra,Shravani Mukherjee",Mani Kaul,,Mani Kaul,,,,,,,,
[Film10789],Zombie Flesh Eaters 2,34814,/jawfhUNHp0v11RNc9t4yJUJkcyt.jpg,1988-06-01,95,"Horror,Action,Science Fiction",it,"Deran Sarafian,Beatrice Ring,Ottaviano Dell'Acqua,Massimo Vanni","Lucio Fulci,Bruno Mattei",Franco Gaudenzi,,,"Alberto Moriani,Bruno Mattei",Riccardo Grassetti,Stefano Mainetti,Mimmo Scavia,,,Franco Di Girolamo
[Film10801],The Garage,,,,,,,,,,,,,,,,,,
[Film1082],After Hours,10843,/9NyT0qHwVDsazubfSwLxt6fR7Ym.jpg,1985-09-13,97,"Comedy,Thriller,Drama",en,"Griffin Dunne,Rosanna Arquette,Verna Bloom,Tommy Chong,Linda Fiorentino",Martin Scorsese,"Robert F. Colesberry,Griffin Dunne,Amy Robinson",Joseph Minion,,Thelma Schoonmaker,Michael Ballhaus,Howard Shore,Stephen J. Lineweaver,Jeffrey Townsend,Rita Ryack,Valli O'Reilly
[Film10848],Absence of Malice,19429,/sEmQFj17MUEWyqU1xa6yQ0VW5CA.jpg,1981-11-19,116,"Drama,Romance,Thriller",en,"Sally Field,Paul Newman,Bob Balaban,Don Hood,Josef Sommer",Sydney Pollack,Sydney Pollack,Kurt Luedtke,,Sheldon Kahn,Owen Roizman,,,Terence Marsh,,Don L. Cash
[Film10849],Extreme Prejudice,20287,/fM0g34wuOoITsP7vecEkdRbZEVN.jpg,1987-04-24,101,"Action,Crime,Drama,Thriller,Western",en,"Nick Nolte,Powers Boothe,Michael Ironside,María Conchita Alonso,Rip Torn",Walter Hill,Buzz Feitshans,,,"Billy Weber,Freeman A. Davies,Marcia Ross,David Holden",Matthew F. Leonetti,Jerry Goldsmith,Joseph C. Nemec III,Albert Heschong,Dan Moore,
[Film10928],Diner,13776,/2vKIdZ6JkFIzcQeaHg3xtdvOyRO.jpg,1982-04-02,110,"Comedy,Drama",en,"Steve Guttenberg,Daniel Stern,Mickey Rourke,Kevin Bacon,Tim Daly",Barry Levinson,Jerry Weintraub,,,"Stu Linder,Andy Blumenthal",Peter Sova,"Bruce Brody,Ivan Král",Leon Harris,,"Mary E. Vogt,Gloria Gresham,Deahdra Scarano,G. Tony Scarano",Irving Buchman
[Film10931],The Bedroom Window,39074,/7JT5mzLBuABKqDNvCvfnjrvYQC6.jpg,1987-01-16,114,"Drama,Thriller",en,"Steve Guttenberg,Elizabeth McGovern,Isabelle Huppert,Paul Shenar,Carl Lumbly",Curtis Hanson,Martha De Laurentiis,,,Scott Conrad,Gilbert Taylor,"Michael Shrieve,Patrick Gleeson",Rafael Caro,Ron Foreman,,
[Film10932],Ironweed,40962,/gqugkL0Ommznugmb0Tdl3NMhMMx.jpg,1987-12-18,143,Drama,en,"Jack Nicholson,Meryl Streep,Carroll Baker,Michael O'Keefe,Diane Venora",Héctor Babenco,"Keith Barish,Marcia Nasatir",William Kennedy,,Anne Goursaud,Lauro Escorel,,Robert Guerra,Jeannine Oppewall,Joseph G. Aulisi,Dorothy J. Pearl
[Film1093],Gandhi,783,/1jL3wA66BnhuGW3ADbiXMPaHlpi.jpg,1982-11-30,191,"Drama,History",en,"Ben Kingsley,Candice Bergen,Edward Fox,John Gielgud,Trevor Howard",Richard Attenborough,"Richard Attenborough,Terence A. Clegg",John Briley,,John Bloom,"Ronnie Taylor,Billy Williams","George Fenton,Ravi Shankar","Norman Dorme,Ram Yedekar","Robert W. Laing,Stuart Craig","John Mollo,Bhanu Athaiya",Connie Reeve
[Film109480],Bless Their Little Hearts,137765,/9gKsQG2vvqnnwDVGiU9FoKoxXqW.jpg,1984-12-12,85,Drama,en,"Nate Hardman,Kaycee Moore,Angela Burnett,Ronald Burnett,Kimberly Burnett",Billy Woodberry,Billy Woodberry,Charles Burnett,,Billy Woodberry,Charles Burnett,"Archie Shepp,Little Esther Phillips",,,,
[Film10965],Little Shop of Horrors,10776,/iKkbN17OmFosaW6asCNZTTsyvpu.jpg,1986-12-19,94,"Horror,Comedy",en,"Rick Moranis,Ellen Greene,Vincent Gardenia,Steve Martin,Levi Stubbs",Frank Oz,David Geffen,,,John Jympson,Robert Paynter,Miles Goodman,Steve Spence,Roy Walker,Marit Allen,
[Film10979],Society,22244,/8Yg51sD6loLBYIlUcMDCO0bUGSh.jpg,1989-05-13,100,"Comedy,Horror,Mystery",en,"Billy Warlock,Connie Danese,Ben Slack,Evan Richards,Patrice Jennings",Brian Yuzna,Keith Walley,"Rick Fry,Woody Keith",Clancy T. Troutman,Peter Teschner,Rick Fichter,"Mark Ryder,Phil Davies",Kelle DeForrest,Matthew C. Jacobs,Robin Lewis-West,"Lisa Love,Phyllis Temple,Valerie McKnight,Wendy Gosse"
[Film109855],Karate po polsku,158496,/fjqbXXblC28j868xBXtnkGQp83X.jpg,1982-01-01,0,Drama,pl,"Michał Anioł,Edward  Żentara,Dorota Kamińska,Zbigniew Buczkowski,Jerzy Trela",Wojciech Wójcik,,Andrzej Dziurawiec,,,,,,,,
[Film10991],Star 80,30707,/b2SkA02fXbZYnV1qjOIQprjXloF.jpg,1983-11-10,103,Drama,en,"Mariel Hemingway,Eric Roberts,Cliff Robertson,Carroll Baker,Roger Rees",Bob Fosse,"Kenneth Utt,Wolfgang Glattes",,,Alan Heim,Sven Nykvist,Ralph Burns,"Jack G. Taylor Jr.,Michael S. Bolton",,Albert Wolsky,
[Film10998],Night of the Comet,18462,/p98210rFvCAaOLzLJxxwQYpmYgJ.jpg,1984-11-16,95,"Comedy,Horror,Science Fiction",en,"Catherine Mary Stewart,Robert Beltran,Kelli Maroney,Sharon Farrell,Mary Woronov",Thom Eberhardt,"Wayne Crawford,Andrew Lane",Thom Eberhardt,,Fred Stafford,Arthur Albert,David Richard Campbell,,John Muto,,William Snyder
[Film109],Raising Arizona,378,/m5Zp4K4hKdPhsBl3E0p8I7QomlT.jpg,1987-03-01,94,"Comedy,Crime",en,"Nicolas Cage,Holly Hunter,Trey Wilson,John Goodman,William Forsythe",Joel Coen,Ethan Coen,,,Michael R. Miller,Barry Sonnenfeld,Carter Burwell,Harold Thrasher,Jane Musky,Richard Hornung,Katherine James
[Film10],Time of the Gypsies,20123,/av6K9MX0jNNFAH6NZVrVV2DMAOA.jpg,1988-12-21,142,"Drama,Comedy,Crime,Fantasy",sh,"Davor Dujmović,Borivoje Todorović,Ljubica Adzovic,Husnija Hasimovic,Sinolichka Trpkova",Emir Kusturica,,"Emir Kusturica,Gordan Mihić",,Andrija Zafranović,Vilko Filač,Goran Bregović,,Miljen Kreka Kljaković,Mirjana Ostojić,Halid Redžebašić
[Film11095],Choose Me,42086,/3JxvPIpdu7HEKt1wAmgYD0gb8fS.jpg,1984-08-29,106,"Romance,Comedy,Drama",en,"Geneviève Bujold,Keith Carradine,Lesley Ann Warren,Patrick Bauchau,Rae Dawn Chong",Alan Rudolph,"David Blocker,Carolyn Pfeiffer",Alan Rudolph,,Mia Goldman,Jan Kiesser,,,Steven Legler,Tracy Tynan,Edward Ternes
[Film11103],Why Has Bodhi-Dharma Left for the East?,62637,/vkdKLYsfIzr1ImacKMQDJmtScky.jpg,1989-09-29,144,Drama,ko,"Lee Pan-yong,Sin Won-sop,Hwang Hae-jin,Go Su-myeong,Yun Byeong-hui",Bae Yong-kyun,Bae Yong-kyun,Bae Yong-kyun,,Bae Yong-kyun,Bae Yong-kyun,Jin Gyu-yeong,,Bae Yong-kyun,,
[Film111258],Computer Dreams,270752,/k6DctJ4Ga0YTObPjhHDBQ5BurMe.jpg,1988-09-07,58,"Documentary,Animation",en,Amanda Pays,Geoffrey de Valois,Geoffrey de Valois,"Geoffrey de Valois,Rhyena Halpern,Peter Sorenson,Alan Bloom",,"Geoffrey de Valois,Rhyena Halpern",Geoffrey de Valois,Jerry Lambert,,,,
[Film111661],Lost Chapter of Snow: Passion,115794,/vfDLoCWK5jqzoYfqkHl6klX4WHw.jpg,1985-12-21,100,"Drama,Romance",ja,"Yuki Saito,Takaaki Enoki,Masanori Sera,Leonard Kuma,Chigusa Takayama",Shinji Sômai,"Shogo Tomiyama,Kei Ijichi",,,Michiko Ikeda,,,,Fumio Ogawa,,
[Film111765],Illusions,162660,/f7jJlhShXKs1kMs9cxMstebUrPo.jpg,1982-01-01,34,Drama,en,"Lonette McKee,Rosanne Katon,Ned Bellamy,Jack Rader",Julie Dash,Julie Dash,Julie Dash,,"Charles Burnett,Julie Dash",Ahmed El Maânouni,Eugene Bohlmann,,,Jennifer Smith-Ashley,
[Film111859],Alaya,427559,/ld7kYpGZVXyxh7mbOpptRlTkW0U.jpg,1987-12-07,28,,en,,Nathaniel Dorsky,,,,,,,,,,
[Film111876],Nocturne,109408,/2TfTWg1ytbsc9qHN7p0uiIZHd0R.jpg,1980-01-01,8,Drama,da,Yvette,Lars von Trier,,"Lars von Trier,Tom Elling",,,,,,,,
[Film11197],Stop Making Sense,24128,/uFMsMsk1NGo0QWs9IHknZVHSe4O.jpg,1984-11-16,88,"Music,Documentary",en,"David Byrne,Tina Weymouth,Jerry Harrison,Chris Frantz,Bernie Worrell",Jonathan Demme,Gary Goetzman,Jonathan Demme,,Lisa Day,Jordan Cronenweth,"David Byrne,Tina Weymouth,Chris Frantz,Jerry Harrison,Bernie Worrell",,,,
[Film112495],Runaway Nightmare,89381,/zy340ncJWTbQzEUhE8qR8eR9kWt.jpg,1982-01-01,105,"Thriller,Horror,Crime",en,"Mike Cartel,Al Valletta,Seeska Vandenberg,Cindy Donlan,Jody Lee Olhava",Mike Cartel,Eldon Short,,,Mike Cartel,,,J. Christopher Senter,,,
[Film11252],Stir Crazy,21629,/dcfjtO9wxkChzZgjLqo0c0kdyRd.jpg,1980-12-12,111,Comedy,en,"Gene Wilder,Richard Pryor,Georg Stanford Brown,JoBeth Williams,Miguel Ángel Suárez",Sidney Poitier,Hannah Weinstein,,,Harry Keller,Fred Schuler,Tom Scott,,Alfred Sweeney,Patricia Edwards,
[Film112751],The Paper Bridge,412430,/hiOlIn1R8AQTCc76cAjNdwYNWoS.jpg,1987-04-10,95,Documentary,de,"Betty Beckermann,Salo Beckermann,Herbert Gropper,Robert Schindel",Ruth Beckermann,,Ruth Beckermann,Reinhold Kaiser,Gertraud Luschützky,Nurith Aviv,,,,,
[Film1127],The Living Daylights,708,/jcP0sarQXmx7XgwNoxJtqbllNyM.jpg,1987-06-29,130,"Action,Adventure,Thriller",en,"Timothy Dalton,Maryam d'Abo,Jeroen Krabbé,Joe Don Baker,John Rhys-Davies",John Glen,"Albert R. Broccoli,Tom Pevsner,Michael G. Wilson",,,"John Grover,Peter Davies",Alec Mills,John Barry,Terry Ackland-Snow,Peter Lamont,Emma Porteous,
[Film112889],24 Hour Playboy,392160,/1mPArpzzGmrfe21pAUSzxYBjNxT.jpg,1989-07-08,96,Comedy,ja,"Junichi Ishida,Honami Suzuki,Kumiko Takeda,Naomi Zaizen,Kyoko Kubo",Yoshimitsu Morita,Katsuhiko Aoki,,,Akimasa Kawashima,Seizô Sengen,Soichi Noriki,Tsutomu Imamura,,,
[Film11322],Earth Girls Are Easy,2210,/pO9Edq8mgp9kD3N6EkCGYLnIVaA.jpg,1988-09-08,100,"Comedy,Science Fiction",en,"Geena Davis,Jeff Goldblum,Jim Carrey,Damon Wayans,Michael McKean",Julien Temple,Tony Garnett,"Julie Brown,Terrence E. McNally,Charlie Coffey",,Richard Halsey,Oliver Stapleton,Nile Rodgers,Dins W. W. Danielsen,Dennis Gassner,,
[Film113620],Hours for Jerome,151223,/bsvrLi3cgg1kY3CcngCAlmUnnUx.jpg,1982-12-05,45,,en,Jerome Hiler,Nathaniel Dorsky,,,,,,,,,,
[Film11479],Steel Magnolias,10860,/wvUWsM3usqhOa7TdRdYnBIvd82R.jpg,1989-11-15,119,"Comedy,Drama",en,"Sally Field,Dolly Parton,Shirley MacLaine,Daryl Hannah,Olympia Dukakis",Herbert Ross,Ray Stark,,,Paul Hirsch,John A. Alonzo,Georges Delerue,"Okowita,Hub Braden","Gene Callahan,Edward Pisoni",Julie Weiss,
[Film11486],The Stunt Man,42160,/2GiT0zJMTMCn1Jc4aLVLsdfH4lh.jpg,1980-06-27,131,"Action,Comedy,Drama,Thriller",en,"Steve Railsback,Peter O'Toole,Barbara Hershey,Allen Garfield,Alex Rocco",Richard Rush,Richard Rush,Richard Rush,,"Jack Hofstra,Caroline Biggerstaff",Mario Tosi,,James L. Schoppe,,Rosanna Norton,Tom Lucas
[Film1153],The Fly,9426,/aqr81VTmgVGHPr4WD9LsdLFX8X.jpg,1986-08-15,96,"Horror,Science Fiction",en,"Jeff Goldblum,Geena Davis,John Getz,Joy Boushel,Leslie Carlson",David Cronenberg,Stuart Cornfeld,,,Ronald Sanders,Mark Irwin,Howard Shore,Rolf Harvey,Carol Spier,Denise Cronenberg,Shonagh Jabour
[Film1165],Dead Ringers,9540,/ofXwDfM8uYAaftD7cBPcIWdCpMn.jpg,1988-09-23,115,"Thriller,Horror",en,"Jeremy Irons,Geneviève Bujold,Heidi von Palleske,Barbara Gordon,Shirley Douglas",David Cronenberg,"David Cronenberg,Marc Boyman","David Cronenberg,Norman Snider",,Ronald Sanders,Peter Suschitzky,Howard Shore,James McAteer,Carol Spier,Denise Cronenberg,"Shonagh Jabour,Eva Coudouloux"
[Film11688],The Angelic Conversation,47093,/vbN58c91MpxrIwrxLnyyIQt5Pm0.jpg,1985-01-01,77,Drama,en,"Paul Reynolds,Phillip Williamson,Judi Dench,Dave Baby",Derek Jarman,James Mackay,,,"Peter Cartwright,Cerith Wyn Evans",,,,,,
[Film116935],"Jára Cimrman ležící, spící",167752,/5sj8TyF5fRL7IMwpQnuCcmxEBmH.jpg,1983-09-30,81,,cs,"Zdeněk Svěrák,Valerie Kaplanová,Petr Čepek,Josef Abrhám,Libuše Šafránková",Ladislav Smoljak,,"Zdeněk Svěrák,Ladislav Smoljak",,,Richard Valenta,,,,,
[Film116],The Empire Strikes Back,1891,/y8kozeXuFDRKGCBRJGfZY0KbGi1.jpg,1980-05-20,124,"Adventure,Action,Science Fiction",en,"Mark Hamill,Harrison Ford,Carrie Fisher,Billy Dee Williams,Anthony Daniels",Irvin Kershner,"Gary Kurtz,Rick McCallum,Howard G. Kazanjian",,Ben Burtt,Paul Hirsch,Peter Suschitzky,John Williams,"Leslie Dilley,Alan Tomkins,Harry Lange",Norman Reynolds,John Mollo,"Stuart Freeborn,Rick Baker,Nick Maley,Kay Freeborn"
[Film1172],Ordinary People,16619,/kPt2AQiSP39g3I1TtAnjSGQwN9S.jpg,1980-09-19,124,Drama,en,"Donald Sutherland,Mary Tyler Moore,Judd Hirsch,Timothy Hutton,M. Emmet Walsh",Robert Redford,Ronald L. Schwary,,,Jeff Kanew,John Bailey,Marvin Hamlisch,"J. Michael Riva,Phillip Bennett",,Bernie Pollack,Gary Liddiard
[Film1174],Scanners,9538,/VTqLdveNXxGsIAZL5I4RliTTt7.jpg,1981-01-14,103,"Science Fiction,Horror",en,"Jennifer O'Neill,Stephen Lack,Patrick McGoohan,Lawrence Dane,Michael Ironside",David Cronenberg,Claude Héroux,David Cronenberg,Don Cohen,Ronald Sanders,Mark Irwin,Howard Shore,Carol Spier,,Delphine White,"Dick Smith,Brigitte McCaughry"
[Film11762],Breaker Morant,13783,/zFqYSiL5ftur9PTBEnnzVGss8v5.jpg,1980-06-11,107,"Drama,History,War",en,"Edward Woodward,Jack Thompson,John Waters,Bryan Brown,Charles Tingwell",Bruce Beresford,Matt Carroll,,,"William M. Anderson,Catherine Lamey,Jeanine Chiavlo,Catherine Murphy",Donald McAlpine,H.H. Morant,,David Copping,"Anna Senior,Ruth De la Lande",Judy Lovell
[Film117713],Spinning the Tales of Cruelty Towards Women,271788,/2P0uul22pV3ldtv36gTt2nDwXwf.jpg,1984-02-25,100,Drama,ko,"Won Mi-kyung,Yeong-Ryong Shin,Moon Jeong-suk,Seong-kwan Choi,Min-ho Park",Lee Doo-yong,,Chung Lim,,,,,,,,
[Film11777],"Come Back to the 5 & Dime, Jimmy Dean, Jimmy Dean",67772,/bnXigd6wq4XVfGLa67185cvXJuY.jpg,1982-11-12,109,"Comedy,Drama",en,"Cher,Sandy Dennis,Karen Black,Sudie Bond,Kathy Bates",Robert Altman,Scott Bushnell,,,Jason Rosenfield,Pierre Mignot,,,David Gropman,Scott Bushnell,
[Film11783],Beyond Therapy,83726,/ePIHWfeFKp5zdOwHqfUgNoctAop.jpg,1987-02-27,93,Comedy,en,"Julie Hagerty,Jeff Goldblum,Glenda Jackson,Tom Conti,Christopher Guest",Robert Altman,Steven Haft,,Philippe Lioret,Jennifer Augé,Pierre Mignot,,,Stephen Altman,John Hay,
[Film118515],Dream Lovers,172937,/DZNuKwhNqkpPp8xPjJVspxzhgz.jpg,1986-04-25,96,"Drama,Romance,Fantasy",cn,"Chow Yun-Fat,Brigitte Lin,Guan Shan,Elaine Jin,Lam Chung",Tony Au,Vicky Leung Lee Siu-Ha,"Manfred Wong,Chiu Kang-Chien",,Yu Ma-Chiu,,Law Wing-Fai,William Chang,,Liu Mei-Chow,Lo Shui-Lin
