ID,Title,TMDB_id,IMGID,Release,Runtime,Genres,Language,Cast,Director,Producer,Writer,Sound Designer,Editor,Director of Photography,Composer,Art Direction,Production Design,Costume Design,Makeup Artist
[Film18232],Bronco Billy,21866,/qiWVmWUq4M9Hc2Ui4jPkAnX6oAz.jpg,1980-06-11,116,"Drama,Romance,Comedy",en,"Clint Eastwood,Sondra Locke,Geoffrey Lewis,Scatman Crothers,Bill McKinney",Clint Eastwood,"Neal H. Dobrofsky,Dennis Hackin",Dennis Hackin,,"Joel Cox,Ferris Webster",David Worth,,Eugène Lourié,,,Tom Tuttle
[Film18361],Housekeeping,65501,/chLoHQjsw484y6nUYTtSgr5BKBF.jpg,1987-11-25,116,"Comedy,Drama",en,"Christine Lahti,Sara Walker,Andrea Burchill,Anne Pitoniak,Barbara Reese",Bill Forsyth,Robert F. Colesberry,"Bill Forsyth,Marilynne Robinson",,Michael Ellis,Michael Coulter,Michael Gibbs,John Willett,Adrienne Atkinson,Mary-Jane Reyner,"Sandy Cooper,Maurice Parkhurst"
[Film183760],BU・SU,204529,/tfIoo9GIbhgHpmF7B2UpQLh0jIL.jpg,1987-10-29,95,Drama,ja,"Yasuko Tomita,Mitsuko Oka,Michiyo Ookusu,Kazue Itô,Masahiro Takashima",Jun Ichikawa,,,,Yoshiyuki Okuhara,Tatsuhiko Kobayashi,Bun Itakura,Katsumi Kaneda,,,
[Film183808],Beijing Watermelon,320042,/ycDEQ8ST8PGYi4njdI6uwiBKyby.jpg,1989-11-18,135,Drama,ja,"Bengal,Masako Motai,Yasufumi Hayashi,Haruhiko Saitô",Nobuhiko Obayashi,"Michio Morioka,Kaneo Kawanabe,Kyôko Ôbayashi",Yoshihiro Ishimatsu,Shouhei Hayashi,,Shigekazu Nagano,Tetsuo Kondô,,Kazuo Satsuya,,
[Film1841],Repo Man,13820,/9xsOilxwYiaYg2Bjbdf2fkGVwTG.jpg,1984-02-20,92,"Comedy,Science Fiction",en,"Harry Dean Stanton,Emilio Estevez,Tracey Walter,Olivia Barash,Sy Richardson",Alex Cox,"Jonathan Wacks,Peter McCarthy",Alex Cox,,Dennis Dolan,Robby Müller,"Tito Larriva,Steven Hufsteter","Lynda Burbank,J. Rae Fox",,Theda DeRamus,Sharon Francis
[Film18422],The Legend of Suram Fortress,103590,/gARraMOkBMvi5EooE6MEhHFERyh.jpg,1985-12-01,83,"Drama,Fantasy",ka,"Veriko Andjaparidze,Dudukhana Tserodze,Dodo Abashidze,Sofiko Chiaureli,Zura Kipshidze",Sergei Parajanov,"Khuta Gogiladze,M. Simksayev","Daniel Chonqadze,Vaja Gigashvili",,"M. Ponomarenko,Kora Tsereteli","Yury Klimenko,Sergo Sikharulidze",,,,,
[Film1848],Police Story,9056,/eNZ5WXuMhmIGP5n2tfNk6WrFpuA.jpg,1985-12-14,101,"Action,Crime,Thriller",cn,"Jackie Chan,Brigitte Lin,Maggie Cheung,Bill Tung",Jackie Chan,Leonard Ho Koon-Cheung,"Jackie Chan,Edward Tang",,Peter Cheung,Cheung Yiu-Cho,Michael Lai Siu-Tin,Oliver Wong,Oliver Wong,Ginger Fung,Wing-Yee Chan
[Film18564],Rhinestone,16551,/tvBBAUCGdrJYW5yMoTQpt4LuZF2.jpg,1984-06-22,111,Comedy,en,"Sylvester Stallone,Dolly Parton,Richard Farnsworth,Ron Leibman,Tim Thomerson",Bob Clark,"Marvin Worth,Howard Smith",,,"John W. Wheeler,Stan Cole",Timothy Galfas,Dolly Parton,Frank Richwood,Robert F. Boyle,"Tom Bronson,Theadora Van Runkle",
[Film1866],House of Games,26719,/nMOynB8BKpHLroFHFb77ZHxNIXY.jpg,1987-10-11,102,"Crime,Drama,Mystery,Thriller",en,"Lindsay Crouse,Joe Mantegna,Mike Nussbaum,Lilia Skala,J. T. Walsh",David Mamet,Michael Hausman,,,Trudy Ship,Juan Ruiz Anchía,Alaric Jans,,Michael Merritt,Nan Cibula,Pamela S. Westmore
[Film18769],In the Shadow of the Sun,266466,/sMwMfAWVD76iIaoRayhBE14rlwb.jpg,1981-02-01,54,Fantasy,en,"Karl Bowen,Graham Dowie,Christopher Hobbs,Gerald Incandela",Derek Jarman,James Mackay,,,,,,,,,
[Film1877],Mad Max 2: The Road Warrior,8810,/ffzRLeZaKP6YCaTVieWeSLccC4y.jpg,1981-12-24,96,"Adventure,Action,Thriller,Science Fiction",en,"Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,Vernon Wells",George Miller,Byron Kennedy,Brian Hannant,,"David Stiven,Tim Wellburn,Michael Balson",Dean Semler,Brian May,Graham 'Grace' Walker,,Norma Moriceau,Karla O'Keefe
[Film1884],Barfly,10937,/1TDhyo38sHKU9WSwdVV0AtTrmTS.jpg,1987-09-02,100,"Comedy,Drama,Romance",en,"Mickey Rourke,Faye Dunaway,Alice Krige,Jack Nance,J. C. Quinn",Barbet Schroeder,"Fred Roos,Barbet Schroeder,Tom Luddy",,,Éva Gárdos,Robby Müller,Jack Baran,,Bob Ziembicki,Milena Canonero,
[Film188549],Personal Problems,353933,/pxyG1CZAw1fEVHz417Twx1zHFKW.jpg,1980-08-10,165,Drama,en,"Vertamae Grosvenor,Walter Cotton,Bill Gunn,Ishmael Reed",Bill Gunn,Walter Cotton,Ishmael Reed,,"Bill Gunn,Walter Cotton,Roberto Polidori,Kip Hanrahan,Niamani Mutima",,Carman Moore,,,,
[Film1893],First Name: Carmen,32689,/natncsjLzxamty1biZSbuZjsXh4.jpg,1983-09-04,85,"Comedy,Crime,Drama,Romance,Music",fr,"Maruschka Detmers,Jacques Bonnaffé,Myriem Roussel,Christophe Odent,Jean-Luc Godard",Jean-Luc Godard,Alain Sarde,Anne-Marie Miéville,,"Fabienne Alvarez-Giro,Suzanne Lang-Willar","Raoul Coutard,Jean-Bernard Menoud",,,,Renée Renard,
[Film1895],Hail Mary,32720,/oh1dJ1rlWqRuUa1ceRTBqEikmRF.jpg,1985-01-23,107,Drama,fr,"Myriem Roussel,Thierry Rode,Philippe Lacoste,Manon Andersen,Malachi Jara Kohan",Jean-Luc Godard,,Jean-Luc Godard,,Anne-Marie Miéville,"Jean-Bernard Menoud,Jacques Firmann",,,,,
[Film19037],Tracked,152088,/4g1qpZFzydQqtK3j7GH7yWuCo4b.jpg,1985-10-26,124,Drama,ja,"Ken Ogata,Atsuko Asano,Mariko Fuji,Kazuyo Asari,Nagare Hagiwara",Hideo Gosha,"Yoshinobu Nishioka,Kinen Masumoto,Hideshi Miyajima",,,Isamu Ichida,Fujio Morita,Masaru Satō,Yoshinobu Nishioka,,,
[Film1905],"Sex, Lies, and Videotape",1412,/cVjx7si5DsRRdU2qUp90qSUUiRm.jpg,1989-08-04,101,Drama,en,"Andie MacDowell,Peter Gallagher,James Spader,Laura San Giacomo,Ron Vawter",Steven Soderbergh,"Nick Wechsler,Robert F. Newmyer,John Hardy",Steven Soderbergh,,Steven Soderbergh,Walt Lloyd,Cliff Martinez,Joanne Schmidt,,,James Ryder
[Film19109],Vigil,27811,/155rzAH9XgwCPs2qqujBkh7CTLn.jpg,1984-10-01,90,Drama,en,"Penelope Stewart,Frank Whitten,Bill Kerr,Fiona Kay,Gordon Shields",Vincent Ward,John Maynard,"Vincent Ward,Graeme Tetley",,Simon Reece,Alun Bollinger,Jack Body,,Kai Hawkins,Glenys Jackson,Sarah Anderson
[Film1910],The Meaning of Life,4543,/nSi1MYrNbhKa5pLyQcopSWDfUap.jpg,1983-03-31,107,Comedy,en,"Terry Gilliam,Graham Chapman,John Cleese,Eric Idle,Terry Jones","Terry Gilliam,Terry Jones",John Goldstone,,,Julian Doyle,"Roger Pratt,Peter Hannan",John Du Prez,"John Beard,Richard Dawking",Harry Lange,James Acheson,
[Film19244],Chaos,,,,,,,,,,,,,,,,,,
[Film1928],A Fish Called Wanda,623,/TvK0D3B8ghy3QMdm9YDjec3U4M.jpg,1988-07-15,109,"Comedy,Crime",en,"Jamie Lee Curtis,John Cleese,Kevin Kline,Michael Palin,Maria Aitken",Charles Crichton,Michael Shamberg,John Cleese,,John Jympson,Alan Hume,John Du Prez,John Wood,Roger Murray-Leach,Hazel Pethig,Lynda Armstrong
[Film193191],The Woman Who Invented Love,,,,,,,,,,,,,,,,,,
[Film1932],Time Bandits,36819,/4VZtpwdhHQSa4LUkvujyGAHb1hG.jpg,1981-07-13,116,"Family,Fantasy,Science Fiction,Adventure,Comedy",en,"Craig Warnock,David Rappaport,Kenny Baker,Mike Edmonds,Malcolm Dixon",Terry Gilliam,Terry Gilliam,"Terry Gilliam,Michael Palin",,Julian Doyle,Peter Biziou,Mike Moran,Norman Garwood,Milly Burns,,"Elaine Carew,Maggie Weston"
[Film193373],Pharos of Chaos,348224,/lNGdhcY10erBsIWn6LlD5rzSoa7.jpg,1983-10-21,119,Documentary,de,"Charles Brauer,Sterling Hayden,Burkhard Driest,Hannes Wader,Hanns Zischler","Manfred Blank,Wolf-Eckart Bühler",Wolf-Eckart Bühler,Hella Kothmann,,Manfred Blank,Bernd Fiedler,,,,,
[Film1933],The Lost Boys,1547,/nH1lvyQvfbL5GKScTtT6zkIvDEn.jpg,1987-07-31,97,"Horror,Comedy",en,"Jason Patric,Corey Haim,Dianne Wiest,Barnard Hughes,Edward Herrmann",Joel Schumacher,Harvey Bernhard,,,Robert Brown,Michael Chapman,,Tom Duffield,Bo Welch,Susan Becker,"Steve LaPorte,Ve Neill"
[Film19341],Signal: Germany on the Air,274324,,1985-01-01,37,,en,,Ernie Gehr,,,,,,,,,,
[Film1952],So Is This,136762,,1982-06-03,48,"Documentary,Comedy",en,,Michael Snow,,Michael Snow,,,,,,,,
[Film19561],The Crazy Family,67255,/2WQNKimUPU13FbfOPZLsD0AKall.jpg,1984-06-24,102,"Drama,Comedy",ja,"Katsuya Kobayashi,Mitsuko Baisho,Youki Kudoh,Yoshiki Arizono,Hitoshi Ueki",Gakuryu Ishii,Banmei Takahashi,Yoshinori Kobayashi,,Jun'ichi Kikuchi,Masaki Tamura,,Terumi Hosoishi,Terumi Hosoishi,,Midori Konuma
[Film1959],Red Dawn,1880,/a2GkHcioc2QEFJbQk1NTB85u3vD.jpg,1984-08-10,114,"Action,Thriller,War,Drama",en,"Patrick Swayze,Charlie Sheen,C. Thomas Howell,Lea Thompson,Darren Dalton",John Milius,"Buzz Feitshans,Barry Beckerman",,,Thom Noble,Ric Waite,Basil Poledouris,,Jackson De Govia,,
[Film19602],"Too Early, Too Late",97032,/4u0WFuYUagULcnTp11JDlh9jjLa.jpg,1982-02-17,100,Documentary,fr,"Danièle Huillet,Bahgat Elnadi,Gérard Samaan","Jean-Marie Straub,Danièle Huillet","Jean-Marie Straub,Danièle Huillet","Jean-Marie Straub,Danièle Huillet",,"Jean-Marie Straub,Danièle Huillet","William Lubtchansky,Caroline Champetier,Robert Alazraki,Marguerite Perlado",,,,,
[Film19605],En rachâchant,129363,/sDwRSiacFBi1fdnFXT1ahEkDulK.jpg,1982-01-01,7,Comedy,fr,"Olivier Straub,Nadette Thinus,Bernard Thinus,Raymond Gérard","Jean-Marie Straub,Danièle Huillet","Jean-Marie Straub,Danièle Huillet",,,,"Henri Alekan,Louis Cochet",,,,,
[Film196181],"Child Fidencio, the Healer of Espinazo",,,,,,,,,,,,,,,,,,
[Film19680],The North Bridge,,,,,,,,,,,,,,,,,,
[Film19693],The Official Story,,,,,,,,,,,,,,,,,,
[Film197035],Corruption,208312,/gHvl3TUhVeTiI3iUOmrfKrENoAX.jpg,1983-01-28,70,,en,"Jamie Gillis,Champagne,Joey Karson,Sharon Mitchell,Tish Ambrose",Roger Watkins,,Roger Watkins,,,,,,,,Maria Rinaldi
[Film19734],Le Bal,60612,/cAWB2CFtLg2cKYlQqbaHPEA2vBF.jpg,1983-12-21,110,"Music,Comedy",fr,"Marc Berman,Christophe Allwright,Étienne Guichard,Régis Bouquet,Francesco De Rosa",Ettore Scola,"Giorgio Silvagni,Mohammed Lakhdar-Hamina","Furio Scarpelli,Ruggero Maccari,Ettore Scola",Bruno le Jean,Raimondo Crociani,Ricardo Aronovich,,,Luciano Ricceri,"Ezio Altieri,Françoise Tournafond",
[Film197413],The Zerda and the Songs of Forgetting,,,,,,,,,,,,,,,,,,
[Film19795],Devil in the Flesh,214340,/8P4EHTCv9q0NpKOWq5rV9ANHtTn.jpg,1989-02-16,90,"Drama,Romance",en,"Katia Caballero,Keith Smith",Scott Murray,,Scott Murray,,,,,,,,
[Film1980],Altered States,11542,/8BATrghiOSFOtcpg2j2hZSHm6pm.jpg,1980-12-25,102,"Horror,Science Fiction,Thriller",en,"William Hurt,Blair Brown,Bob Balaban,Charles Haid,Thaao Penghlis",Ken Russell,Howard Gottfried,,,Eric Jenkins,Jordan Cronenweth,John Corigliano,,Richard Macdonald,Ruth Myers,"Rick Baker,Dick Smith,Michael Hancock"
[Film19854],Dr. Jekyll and His Women,64534,/yXk7H4DzWItDdbFimfbZsdNbNZ2.jpg,1981-06-17,92,Horror,fr,"Udo Kier,Marina Pierro,Gérard Zalcberg,Patrick Magee,Howard Vernon",Walerian Borowczyk,"Ralph Baum,Robert Kuperberg,Jean-Pierre Labrande",,,Khadicha Bariha,,Bernard Parmegiani,,Walerian Borowczyk,Piet Bolscher,Christine Fornelli
[Film19933],The Sword and the Sorcerer,13945,/2p5wVi56vzKiYV7nvBhhQteMWpW.jpg,1982-04-01,100,"Action,Adventure,Fantasy",en,"Lee Horsley,Kathleen Beller,Simon MacCorkindale,George Maharis",Albert Pyun,"Mark L. Rosen,Brandon Chase,John V.  Stuckmeyer,Marianne Chase",,,Marshall Harvey,Joseph Mangine,David Whitaker,George Costello,,,
[Film19984],Onimasa,107641,/vGP9WAxhXFTtEmoemhy3ysIwLkT.jpg,1982-06-05,146,"Action,Crime,Drama",ja,"Tatsuya Nakadai,Masako Natsume,Shima Iwashita,Tetsurō Tamba",Hideo Gosha,Takeshi Endô,,,Isamu Ichida,Fujio Morita,Mitsuaki Kanno,Yoshinobu Nishioka,,,
[Film19985],Fireflies in the North,298092,/jaHbkAd9cA4EhIP49adGXypFSBX.jpg,1984-09-01,125,Drama,ja,"Tatsuya Nakadai,Shima Iwashita,Koichi Sato,Ai Saotome,Daisuke Ryû",Hideo Gosha,,Kōji Takada,,Isamu Ichida,Fujio Morita,Masaru Satō,Yoshinobu Nishioka,,,
[Film1999],Dune,841,/ngUaHgSZGkKy1Izwjk7qwZLOC5A.jpg,1984-12-14,137,"Action,Science Fiction,Adventure",en,"Kyle MacLachlan,Francesca Annis,Patrick Stewart,Linda Hunt,José Ferrer",David Lynch,Raffaella De Laurentiis,,Alan Splet,Antony Gibbs,Freddie Francis,,Benjamín Fernández,Anthony Masters,Bob Ringwood,"Giannetto De Rossi,Luigi Rocchetti,Mario Scutti"
[Film2002],Demons,24924,/rjVZ0Yu1WYmQaqtbiaxQm6BDV5Z.jpg,1988-10-14,90,Horror,en,"Cathy Podewell,Alvin Alexis,Amelia Kinkade,Linnea Quigley,Hal Havins",Kevin Tenney,Joe Augustyn,Joe Augustyn,,Daniel Duncan,David Lewis,Dennis Michael Tenney,Ken Aichele,,,
[Film20055],Rumpelstilzchen,284527,/vsC180VFBCuv6JQ2PKbkOUZKahb.jpg,1989-07-31,14,,de,,Jürgen Reble,,,,,,,,,,
[Film2013],Love Streams,52109,/ik9iQolv2LaGOBU3GNAfmd3MrP8.jpg,1984-02-20,141,Drama,en,"Gena Rowlands,John Cassavetes,Diahnne Abbott,Seymour Cassel,Margaret Abbott",John Cassavetes,"Menahem Golan,Yoram Globus",John Cassavetes,,George C. Villaseñor,,,,Phedon Papamichael,"Lydia Manderson,Jennifer Smith-Ashley",
[Film201730],The Second Journey (To Uluru),,,,,,,,,,,,,,,,,,
[Film2025],48 Hrs.,150,/phNxblI8gWJxATAGd5G4Nts7GcL.jpg,1982-12-07,96,"Thriller,Action,Comedy,Crime,Drama",en,"Nick Nolte,Eddie Murphy,Annette O'Toole,Frank McRae,James Remar",Walter Hill,"Joel Silver,Lawrence Gordon",,,"Billy Weber,Freeman A. Davies,Mark Warner",Ric Waite,James Horner,,John Vallone,Marilyn Vance,"Edouard F. Henriques,Michael Germain"
[Film2030],Pauline at the Beach,10293,/osw9SwpoQEEjQdKh747MC8fT2VM.jpg,1983-03-23,94,"Romance,Comedy,Drama",fr,"Amanda Langlet,Arielle Dombasle,Pascal Greggory,Féodor Atkine,Simon de La Brosse",Éric Rohmer,Margaret Ménégoz,,,"Cécile Decugis,Christopher Tate",Néstor Almendros,,,,,
[Film20394],Central Park,71809,/bJq37y0jFuHY1oOFbGiljevVjpC.jpg,1989-04-01,176,Documentary,en,"Ed Koch,Francis Ford Coppola,Peter Garrett,Luciano Pavarotti",Frederick Wiseman,Frederick Wiseman,,,Frederick Wiseman,John Davey,,,,,
[Film2040],Year of the Dragon,11018,/jdnGXZE2Ty2OcRGFwDZRpglODrp.jpg,1985-08-16,134,"Action,Crime,Drama,Thriller",en,"Mickey Rourke,John Lone,Ariane,Leonard Termo,Raymond J. Barry",Michael Cimino,Dino De Laurentiis,,,"Françoise Bonnot,Noëlle Boisson",Alex Thomson,David Mansfield,Victoria Paul,Wolf Kroeger,Marietta Ciriello,David Forrest
[Film2042],Heaven's Gate,10935,/uCbcHnwRtbtmCiRaUeUDx47CWiP.jpg,1980-11-19,219,"Drama,Western",en,"Kris Kristofferson,Christopher Walken,John Hurt,Sam Waterston,Brad Dourif",Michael Cimino,Joann Carelli,,,"Lisa Fruchtman,Gerald B. Greenberg,Tom Rolf,William Reynolds",Vilmos Zsigmond,David Mansfield,"Maurice Fowler,Spencer Deverell",Tambi Larsen,J. Allen Highfill,"Ken Chase,Ben Nye,Tom Hoerber,Christine Allsopp,Connie Reeve,Jerry O'Dell"
[Film20500],Born in Flames,36832,/wlqgE0FugqVsHpnSX2n4LTgRXKs.jpg,1983-04-01,80,"Drama,Science Fiction",en,"Honey,Adele Bertei,Jean Satterfield,Florynce Kennedy,Becky Johnston",Lizzie Borden,Lizzie Borden,,,Lizzie Borden,"Ed Bowes,Al Santana",,,,,
[Film20504],Candy Mountain,65604,/gWUtfdadSvmR58i0BaQ1YlYpQcw.jpg,1988-01-20,91,,en,"Kevin J. O'Connor,Bulle Ogier,Harris Yulin,Tom Waits,Joe Strummer","Rudy Wurlitzer,Robert Frank",,Rudy Wurlitzer,,,,,,,,
[Film20508],The Runner,,,,,,,,,,,,,,,,,,
[Film20510],Sweet Bunch,131476,/tTolMQR8qOU3jCqICVUzSbY2FiX.jpg,1983-10-08,152,"Thriller,Crime,Drama",el,"Despina Tomazani,Dora Masklavanou,Takis Moschos,Takis Spiridakis",Nikos Nikolaidis,Nikos Nikolaidis,Nikos Nikolaidis,Marinos Athanasopoulos,Andreas Andreadakis,Aris Stavrou,,Marie-Louise Bartholomew,,Marie-Louise Bartholomew,Rania Dimitriadou
[Film20512],Yentl,10269,/AcCX4tKqwP5BTfRTQEqZW3qabl3.jpg,1983-11-18,132,"Music,Drama,Romance",en,"Barbra Streisand,Mandy Patinkin,Amy Irving,Nehemiah Persoff,Steven Hill",Barbra Streisand,"Barbra Streisand,Rusty Lemorande",,,Terry Rawlings,David Watkin,Michel Legrand,,"Leslie Tomkins,Roy Walker",,
[Film20518],Elephant,1955,/rk2lKgEtjF9HO9N2UFMRc2cMGdj.jpg,1980-10-09,124,"Drama,History",en,"Anthony Hopkins,John Hurt,Anne Bancroft,John Gielgud,Wendy Hiller",David Lynch,Jonathan Sanger,,David Lynch,Anne V. Coates,Freddie Francis,John Morris,Robert Cartwright,Stuart Craig,Patricia Norris,Wally Schneiderman
[Film20519],"Rita, Sue and Bob Too!",18125,/bNofq5QmwFeFTILeUOzwG9hPe1X.jpg,1987-05-20,90,"Comedy,Drama",en,"Michelle Holmes,Siobhan Finneran,George Costigan,Lesley Sharp,Kulvinder Ghir",Alan Clarke,Sanford Lieberson,Andrea Dunbar,,Steve Singleton,Ivan Strasburg,Michael Kamen,,Len Huntingford,Catherine Cook,
[Film2053],Flash Gordon,3604,/5PyiSSJ6lVsY8IbmPHBo1sp596h.jpg,1980-09-01,111,"Science Fiction,Adventure",en,"Sam J. Jones,Melody Anderson,Max von Sydow,Chaim Topol,Ornella Muti",Mike Hodges,Dino De Laurentiis,,,Malcolm Cooke,Gilbert Taylor,Howard Blake,Danilo Donati,,Danilo Donati,"Mario Di Salvio,Richard Mills,Jane Royle,Massimo De Rossi"
[Film20571],Water and Power,117565,/izflyXZJ1WkOWvhh0bIMcpfleHL.jpg,1989-10-01,57,Documentary,en,,Pat O'Neill,,,,,,,,,,
[Film20590],King Lear,46915,/oKzrSPT0vq6DxYECeRCatPyXTj8.jpg,1983-04-03,158,"Drama,TV Movie",en,"Laurence Olivier,John Hurt,Brian Cox,Dorothy Tutin,Anna Calder-Marshall",Michael Elliott,,,,,,,,,,
[Film20602],Muscle,,,,,,,,,,,,,,,,,,
[Film206639],The Legend of the Stardust Brothers,530578,/fkT12vml7dNS53OmjNnuzqX9jYm.jpg,1985-06-15,98,"Music,Comedy",ja,"Shingo Kubota,Kan Takagi,Kyôko Togawa,Issay",Makoto Tezuka,"Takashige Ichise,Katsunori Haruta,Katsuichi Takagi",,,"Makoto Tezuka,Mari Kishi",Eiichi Ôsawa,,,,,
[Film2068],The Thin Blue Line,14285,/8QDnpl57NCo5zVJIGUVIetthIR6.jpg,1988-08-28,103,"Crime,Documentary",en,"Randall Adams,David Harris,Gus Rose,Jackie Johnson",Errol Morris,Mark Lipson,Errol Morris,,Paul Barnes,"Stefan Czapsky,Robert Chappell",,Lester Cohen,Ted Bafaloukos,,
[Film20704],Marquis,36068,/nYuJROKtanslSpoKCPj60CHOhKX.jpg,1989-04-26,83,"Animation,Comedy",fr,"François Marthouret,Valérie Kling,Michel Robin,Isabelle Wolfe",Henri Xhonneux,"Claudie Ossard,Éric van Beuren","Roland Topor,Henri Xhonneux",,Chantal Hymans,,,,,,
[Film20714],Three Brothers,,,,,,,,,,,,,,,,,,
[Film2081],Opera,20115,/fkapnheoyL65PlOwtjr5vpZRVJQ.jpg,1987-12-19,107,"Thriller,Horror,Mystery",it,"Cristina Marsillach,Ian Charleson,Urbano Barberini,Daria Nicolodi",Dario Argento,Dario Argento,,,Franco Fraticelli,Ronnie Taylor,"Claudio Simonetti,Steel Grave",,,,"Barbara Morosetti,Franco Casagni"
[Film2083],Drugstore Cowboy,476,/2bQXK39axyedUL6DE1pzdMYgAw1.jpg,1989-10-20,98,"Drama,Crime",en,"Matt Dillon,Kelly Lynch,James Remar,James Le Gros,Heather Graham",Gus Van Sant,"Karen Murphy,Nick Wechsler",,,"Curtiss Clayton,Mary Bauer",Robert D. Yeoman,Elliot Goldenthal,Eve Cauley,David Brisbin,,Lizbeth Williamson
[Film20908],Passionless Moments,144717,/mnWrsyLImfpSsySTF8tHBHW3Tdv.jpg,1983-12-31,13,Drama,en,"David Benton,Ann Burriman,Alan Brown,Sean Callinan,Paul Chubb","Jane Campion,Gerard Lee","Jane Campion,Gerard Lee",Gerard Lee,,Veronika Jenet,,,,,,
[Film2092],Cinema Paradiso,11216,/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg,1988-11-17,124,"Drama,Romance",it,"Philippe Noiret,Jacques Perrin,Marco Leonardi,Salvatore Cascio,Agnese Nano",Giuseppe Tornatore,"Franco Cristaldi,Giovanna Romagnoli",,,Mario Morra,Blasco Giurato,Ennio Morricone,,Andrea Crisanti,Beatrice Bordone,Maurizio Trani
[Film20961],Presents,,,,,,,,,,,,,,,,,,
[Film211000],Rushlight (Here Today Gone Tomorrow),685834,/kWOh9jrP5x9kJ4pecqzuR7FnOdM.jpg,1984-01-01,54,,en,,Holly Fisher,,,,,,,,,,
[Film21141],"Angelo, My Love",127129,/Av9zFZSV1uC3dOZMI3kyqrtIWZf.jpg,1983-04-27,115,Drama,en,"Angelo Evans,Katerina Ribraka,Tim Phillips,Lachlan Youngs",Robert Duvall,,,,,,,,,,
[Film2118],To Live and Die in L.A.,9846,/2iW3pSihBIhXjnBQmUJ0mAiZbB5.jpg,1985-11-01,116,"Crime,Thriller,Action",en,"William Petersen,Willem Dafoe,John Pankow,Debra Feuer,John Turturro",William Friedkin,Irving H. Levin,,,M. Scott Smith,Robby Müller,,Buddy Cone,Lilly Kilvert,Linda M. Bass,Jeff Dawn
[Film211999],The Island Closest to Heaven,298972,/xGJVWElSQBOB4wtWc4BUszqqqTj.jpg,1984-12-15,102,Drama,ja,"Tomoyo Harada,Miyoko Akaza,Wakaba Irie,Nenji Kobayashi,Kayo Matsuo",Nobuhiko Obayashi,,Wataru Kenmochi,Shôhei Hayashi,Nobuhiko Obayashi,Yoshitaka Sakamoto,,Kazuo Satsuya,,,
[Film212680],Un dessert pour Constance,435987,/vKrgU0xQAn1XX2nsG5kuXcUa1TL.jpg,1981-03-12,61,"TV Movie,Comedy",fr,"Sidiki Bakaba,Cheik Doukouré,Elias Sherif,Jean Bouise",Sarah Maldoror,,"Daniel Boulanger,Maurice Pons",,Annette Roire,Pierre Bouchacourt,,,,,
[Film21278],Enemies: A Love Story,116014,/g0zh75AWArVtadhaNKZjs231TwF.jpg,1989-12-13,119,"Comedy,Drama,Romance",en,"Ron Silver,Anjelica Huston,Lena Olin,Malgorzata Zajaczkowska,Alan King",Paul Mazursky,Paul Mazursky,,,Stuart H. Pappé,Fred Murphy,Maurice Jarre,,Pato Guzman,Albert Wolsky,
[Film2156],Dirty Rotten Scoundrels,10141,/3176xH21fSetstKpEtAD1giHbyT.jpg,1988-12-14,110,"Crime,Comedy",en,"Steve Martin,Michael Caine,Glenne Headly,Anton Rodgers,Barbara Harris",Frank Oz,Bernard Williams,,,"William S. Scharf,Stephen A. Rotter",Michael Ballhaus,Miles Goodman,,,,
[Film21574],Night Train to Terror,49352,/zLrh79xpHFpFustPxd8SbuisLxp.jpg,1985-05-01,98,Horror,en,"Barbara Wyler,Jamie Scoggin,Stacey Lyons,Linda Maderas","Gregg Tallas,Tom McGowan,John Carr,Phillip Marshak,Jay Schlossberg-Cohen",Jay Schlossberg-Cohen,Philip Yordan,,"Phillip Marshak,Evan A. Stoliar",Hal Trussell,Eddy Lawrence Manson,,,,
[Film2158],Friday the 13th: The Final Chapter,9730,/5KRBkaF6PdorcFjWiDY4tJy67Jf.jpg,1984-04-13,91,Horror,en,"Kimberly Beck,Judie Aronson,Peter Barton,Erich Anderson,Crispin Glover",Joseph Zito,Frank Mancuso Jr.,,,Joel Goodman,João Fernandes,Harry Manfredini,Joe Hoffman,Shelton H. Bishop III,,Robin L. Neal
[Film2172],Sleepaway Camp,13567,/qCQo7okJCHYMMagt6kC0YfhoVVt.jpg,1983-11-18,85,Horror,en,"Felissa Rose,Jonathan Tiersten,Karen Fields,Christopher Collet,Mike Kellin",Robert Hiltzik,"Jerry Silva,Michele Tatosian",Robert Hiltzik,,"Ron Kalish,Sharyn L. Ross",Benjamin Davis,Edward Bilous,,William Bilowit,,
[Film21804],Heat-Haze Theatre,110901,/fZXkNwJwViv8M9hCr1Rbp1dPPtv.jpg,1981-08-21,139,"Fantasy,Thriller,Romance",ja,"Yūsaku Matsuda,Michiyo Ookusu,Eriko Kusuta,Yoshio Harada,Mariko Kaga",Seijun Suzuki,,,,Akira Suzuki,Kazue Nagatsuka,,,Noriyoshi Ikeya,,
[Film219147],Will You Dance with Me?,,,,,,,,,,,,,,,,,,
